chr	start	stop	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr3	17343553	17344553	Amillepora23288	155	96	33	59	30	57	119	67	30	57	94	87	56	45	20	34	28	60	41	28	35	39	31	74
chr3	17308981	17309981	Amillepora23285	10	4	0	0	0	0	1	0	0	0	2	0	13	3	2	6	2	5	3	1	2	4	5	4
chr3	17298613	17299613	Amillepora23282	8	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	2
chr3	17293727	17294727	Amillepora23281	29	5	0	4	0	1	4	0	0	2	0	0	11	8	1	6	1	4	5	2	4	2	1	4
chr3	17323545	17324545	Amillepora23286	2	3	0	0	0	0	2	0	0	0	1	0	2	0	3	1	0	0	5	1	2	2	0	1
chr3	17344498	17345498	Amillepora23287	225	172	221	247	200	239	265	167	119	193	287	180	117	121	49	80	56	84	148	93	131	124	112	245
chr3	17312476	17313476	Amillepora23284	46	32	11	26	2	24	41	43	22	28	47	49	58	49	28	34	20	48	95	44	64	55	59	129
chr3	17303649	17304649	Amillepora23283	12	2	0	0	0	2	1	0	0	0	2	2	4	5	0	5	6	3	3	0	3	6	1	2
chr3	17403742	17404742	Amillepora23290	7	0	0	0	0	0	0	0	0	2	0	0	4	2	0	5	1	0	11	1	1	3	0	1
chr3	17427869	17428869	Amillepora23293	0	6	0	1	0	0	0	0	0	0	1	0	1	1	2	1	0	2	9	0	2	1	2	4
chr3	17393238	17394238	Amillepora23289	3	0	0	0	0	0	0	0	0	4	0	1	8	0	2	2	0	1	15	2	6	7	8	8
chr3	17420214	17421214	Amillepora23291	14	26	19	9	14	12	11	4	5	6	8	5	82	84	67	64	72	76	79	70	72	63	63	135
chr3	17500687	17501687	Amillepora23296	2	2	0	0	0	0	0	0	0	0	0	3	10	5	5	4	3	3	5	0	0	4	4	5
chr3	17584662	17585662	Amillepora23300	25	4	7	10	8	7	3	2	2	0	1	3	5	7	3	4	3	1	4	0	2	2	1	9
chr3	17488706	17489706	Amillepora23294	2	0	0	0	0	0	2	0	0	0	0	0	4	2	0	2	3	2	0	0	0	2	1	1
chr3	17531293	17532293	Amillepora23297	25	13	2	4	7	7	22	8	6	9	13	10	50	30	24	34	20	39	20	20	10	21	11	31
chr3	17568326	17569326	Amillepora23299	4	0	0	0	0	0	2	0	0	0	0	0	3	3	0	5	3	3	10	1	1	1	2	4
chr3	17546653	17547653	Amillepora23298	54	14	21	15	8	12	20	12	18	11	40	11	27	25	28	16	10	30	36	13	21	19	23	37
chr3	17583943	17584943	Amillepora23301	4	1	0	1	0	1	3	0	0	0	0	1	14	5	4	9	2	5	7	2	3	1	0	0
chr3	17644509	17645509	Amillepora23308	4	1	0	0	0	1	2	0	0	0	0	0	7	2	2	3	2	4	4	3	0	0	2	3
chr3	17621757	17622757	Amillepora23306	12	0	2	0	0	2	6	0	0	2	2	0	5	1	0	4	4	2	8	4	2	2	2	6
chr3	17608130	17609130	Amillepora23304	5	0	0	1	0	0	1	0	0	1	0	0	12	4	1	1	2	4	5	0	4	5	1	3
chr3	17669297	17670297	Amillepora23310	2	0	0	1	0	0	2	0	0	0	1	0	6	4	3	3	1	4	3	0	7	1	4	6
chr3	17621813	17622813	Amillepora23305	11	0	2	0	0	2	4	0	0	2	2	0	4	1	0	4	5	2	9	4	1	2	2	6
chr3	17665130	17666130	Amillepora23309	59	42	69	85	31	84	8	9	6	9	14	14	101	73	51	57	33	73	36	13	30	17	21	38
chr3	17640925	17641925	Amillepora23307	6	0	0	0	0	0	0	0	0	0	0	0	6	1	1	3	0	4	3	2	1	0	0	5
chr3	17612178	17613178	Amillepora23303	67	7	2	7	0	1	34	2	0	12	12	3	61	30	24	33	18	30	45	2	16	22	17	36
chr3	17720853	17721853	Amillepora23316	33	23	1	5	8	14	9	4	4	9	16	19	29	10	8	12	5	16	30	13	20	22	17	46
chr3	17715319	17716319	Amillepora23315	22	13	12	11	0	18	11	0	0	1	4	3	17	5	6	8	8	7	12	2	10	6	8	21
chr3	17684992	17685992	Amillepora23311	2	0	0	0	0	0	0	0	1	2	0	1	2	1	1	0	1	1	1	0	1	1	1	0
chr3	17760258	17761258	Amillepora23321	151	88	93	82	79	93	86	66	40	82	108	91	42	33	16	34	23	25	24	9	17	6	6	24
chr3	17690683	17691683	Amillepora23312	90	42	51	63	43	71	73	44	27	62	82	55	134	145	81	104	85	126	81	83	78	75	96	171
chr3	17786843	17787843	Amillepora23324	9	0	7	6	5	9	0	1	1	0	1	1	22	15	8	12	12	14	12	9	9	11	11	15
chr3	17731716	17732716	Amillepora23317	10	3	0	0	0	0	2	0	0	0	0	0	5	3	2	5	3	1	7	2	3	1	1	5
chr3	17761121	17762121	Amillepora23319	99	52	5	15	6	10	23	1	0	10	15	16	20	10	6	16	9	10	4	0	4	5	2	6
chr3	17716472	17717472	Amillepora23314	16	7	1	1	0	0	3	0	0	1	0	3	31	26	21	20	9	25	17	8	10	5	4	20
chr3	17778471	17779471	Amillepora23322	5	2	0	2	0	1	15	8	4	7	15	2	16	11	5	8	11	21	19	14	10	15	16	28
chr3	17781906	17782906	Amillepora23323	2	2	0	0	1	1	0	2	1	0	1	0	3	1	2	2	2	1	14	18	18	17	10	17
chr3	17704658	17705658	Amillepora23313	4	9	4	6	6	8	11	7	6	14	4	5	46	50	27	36	25	40	30	16	26	17	24	34
chr3	17821101	17822101	Amillepora23327	306	168	156	184	112	186	315	165	152	193	332	294	86	65	42	64	41	57	89	49	62	64	74	122
chr3	17815428	17816428	Amillepora23326	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	4	1	3	0	0	1	3	2
chr3	17865984	17866984	Amillepora23333	4	2	0	0	0	2	0	0	0	5	0	0	8	2	1	0	1	5	4	0	0	3	4	3
chr3	17841748	17842748	Amillepora23330	9	2	0	2	1	1	3	1	0	0	0	1	11	5	2	0	1	6	11	0	1	2	3	2
chr3	17835748	17836748	Amillepora23329	22	0	0	2	0	0	4	0	0	0	0	0	8	4	1	3	2	4	3	0	1	1	1	4
chr3	17855666	17856666	Amillepora23331	4	4	0	0	0	0	5	0	0	0	1	2	6	1	2	1	1	1	2	1	1	0	3	4
chr3	17863137	17864137	Amillepora23332	11	1	0	1	0	0	0	0	0	2	2	1	7	1	1	5	3	7	5	1	5	3	1	6
chr3	17791147	17792147	Amillepora23325	6	1	1	5	5	7	0	0	0	0	2	0	33	28	14	12	16	30	15	18	13	16	14	16
chr3	17879968	17880968	Amillepora23334	138	29	0	5	0	4	19	0	0	4	13	13	6	5	1	3	1	1	8	2	2	1	0	11
chr3	17881891	17882891	Amillepora23335	2	0	0	0	0	0	2	0	2	0	2	2	6	7	4	7	3	4	10	2	2	2	2	4
chr3	17927249	17928249	Amillepora23340	6	0	2	1	0	0	3	0	0	0	0	3	5	2	1	5	0	3	5	1	2	6	0	3
chr3	17892738	17893738	Amillepora23338	34	13	1	8	0	8	35	39	28	33	63	50	40	26	17	18	19	26	46	37	28	25	38	59
chr3	17907224	17908224	Amillepora23339	4	2	0	0	0	0	0	0	0	0	0	2	6	0	1	2	2	1	2	1	1	2	0	1
chr3	17957157	17958157	Amillepora23343	48	18	10	9	10	8	12	5	2	8	26	9	50	43	21	26	23	50	41	20	24	22	25	37
chr3	17887827	17888827	Amillepora23336	22	12	24	32	23	33	12	18	26	11	33	23	15	20	7	14	7	12	19	9	8	7	10	20
chr3	17958063	17959063	Amillepora23342	14	5	1	2	0	0	3	2	0	0	10	0	37	11	8	16	11	10	20	5	3	7	3	14
chr3	17980937	17981937	Amillepora23344	11	4	0	0	0	0	2	2	0	0	2	0	11	4	4	2	1	4	15	2	2	9	2	7
chr3	17981723	17982723	Amillepora23345	8	2	2	0	1	4	0	2	0	0	2	0	14	5	0	10	5	2	4	0	1	6	1	3
chr3	17939601	17940601	Amillepora23341	87	40	27	36	15	58	18	5	2	8	5	9	130	94	53	76	48	92	118	35	78	72	39	100
chr3	18000471	18001471	Amillepora23348	32	14	0	0	0	0	7	0	0	0	3	0	4	0	0	1	2	2	4	0	0	1	0	4
chr3	17986181	17987181	Amillepora23347	21	3	28	3	2	37	0	2	6	2	6	2	29	14	12	5	8	8	10	5	3	6	3	11
chr3	17981818	17982818	Amillepora23346	7	2	2	0	1	4	0	2	0	0	2	0	15	5	0	11	6	3	2	0	1	5	3	3
chr3	18084210	18085210	Amillepora23351	0	1	0	0	0	0	0	0	0	0	0	0	11	0	1	5	2	2	5	1	0	1	0	5
chr3	18020871	18021871	Amillepora23349	3	0	0	2	0	0	4	0	0	0	0	0	5	0	0	2	0	0	2	1	0	3	1	0
chr3	18044792	18045792	Amillepora23350	1	0	0	0	0	0	0	0	0	0	0	0	9	1	0	1	1	2	7	1	0	2	2	3
chr3	18150462	18151462	Amillepora23362	10	2	0	2	2	1	0	0	2	0	0	0	11	4	4	6	3	7	7	1	5	0	3	3
chr3	18088981	18089981	Amillepora23352	21	2	0	3	2	1	3	0	0	1	7	0	6	4	2	4	2	5	10	2	1	5	1	7
chr3	18139982	18140982	Amillepora23358	15	0	0	0	0	1	0	0	0	0	0	0	7	8	1	9	2	6	6	2	2	0	6	8
chr3	18128301	18129301	Amillepora23356	3	2	1	3	4	7	2	5	3	4	1	3	11	2	0	8	0	2	6	1	2	5	3	7
chr3	18104965	18105965	Amillepora23353	13	2	0	0	0	0	0	0	0	0	0	0	8	4	3	3	3	3	7	0	2	5	0	6
chr3	18119890	18120890	Amillepora23355	20	4	7	5	7	3	7	9	14	6	3	3	23	19	7	18	13	16	23	12	15	12	9	25
chr3	18115522	18116522	Amillepora23354	3	2	0	0	0	0	0	0	0	2	0	0	3	5	1	1	1	2	6	2	1	2	0	4
chr3	18184023	18185023	Amillepora23365	19	12	3	13	2	4	4	15	15	11	5	12	23	12	11	15	10	21	11	4	9	5	6	15
chr3	18149904	18150904	Amillepora23359	7	0	0	0	0	1	0	0	0	0	0	0	6	2	3	4	1	3	8	2	3	1	4	7
chr3	18168309	18169309	Amillepora23363	12	0	4	4	1	2	10	2	2	4	6	2	12	12	4	9	7	8	12	10	11	12	15	19
chr3	18193840	18194840	Amillepora23366	11	1	0	1	0	1	3	0	0	0	2	1	12	17	4	11	2	9	14	0	3	3	6	10
chr3	18224151	18225151	Amillepora23367	10	0	0	1	0	1	1	0	0	0	0	0	11	4	0	1	4	1	7	1	0	1	1	3
chr3	18327989	18328989	Amillepora23368	48	9	1	3	0	1	6	1	0	3	7	7	13	3	4	8	6	4	18	7	8	4	12	12
chr3	18360369	18361369	Amillepora23369	28	24	10	22	7	7	33	15	7	30	46	53	25	23	10	13	10	10	22	11	9	14	12	27
chr3	18368100	18369100	Amillepora23370	12	0	0	0	2	0	0	0	0	0	2	0	1	1	2	0	1	3	7	1	0	1	3	3
chr3	18407687	18408687	Amillepora23373	13	4	0	0	0	3	0	0	0	0	1	1	11	2	5	3	0	5	12	4	8	7	6	11
chr3	18394618	18395618	Amillepora23371	16	8	2	4	1	4	4	0	2	2	5	3	12	5	0	1	1	6	5	2	3	4	4	8
chr3	18479416	18480416	Amillepora23375	12	1	0	0	0	2	1	0	0	0	0	0	2	1	0	0	0	1	2	0	2	1	2	4
chr3	18497743	18498743	Amillepora23376	6	0	0	2	0	0	0	0	0	0	0	0	2	0	1	1	2	1	5	0	0	1	1	1
chr3	18604783	18605783	Amillepora23381	27	8	0	2	2	2	12	6	0	2	6	8	5	2	1	0	1	1	5	5	0	3	3	13
chr3	18552119	18553119	Amillepora23377	2	3	3	0	0	1	2	0	0	0	3	0	11	3	5	4	1	5	4	1	3	2	1	6
chr3	18562683	18563683	Amillepora23378	14	2	0	0	0	0	2	0	0	0	3	2	0	0	0	1	1	1	3	0	1	2	0	1
chr3	18642916	18643916	Amillepora23384	20	6	5	8	3	9	44	63	60	63	49	75	57	63	46	46	38	64	61	70	99	74	76	135
chr3	18569800	18570800	Amillepora23379	21	3	1	0	1	0	1	1	0	3	5	3	13	6	9	7	2	6	4	0	1	1	1	9
chr3	18575978	18576978	Amillepora23380	2	0	0	2	0	0	0	2	0	0	2	0	14	7	14	6	4	6	8	5	6	5	5	12
chr3	18619100	18620100	Amillepora23382	24	4	0	1	0	0	7	11	2	0	0	6	75	35	31	36	24	36	35	28	29	30	19	50
chr3	18673154	18674154	Amillepora23385	20	0	4	0	2	4	0	0	0	5	2	2	14	12	9	10	8	12	15	9	13	13	6	18
chr3	18689489	18690489	Amillepora23386	4	3	0	0	0	0	0	0	0	0	0	2	13	6	1	3	1	4	5	0	1	4	2	2
chr3	18707686	18708686	Amillepora23389	3	0	0	0	1	0	2	0	0	0	0	1	4	1	2	3	1	0	9	0	3	1	1	3
chr3	18754759	18755759	Amillepora23394	6	2	0	0	0	0	2	0	0	1	0	1	5	3	1	7	1	5	5	3	2	6	1	5
chr3	18713844	18714844	Amillepora23390	14	32	6	16	10	11	23	8	4	10	8	12	14	6	6	1	4	4	16	1	3	1	0	2
chr3	18766776	18767776	Amillepora23396	319	222	277	290	237	285	112	125	149	104	210	144	88	97	49	66	67	88	38	28	35	24	34	61
chr3	18736084	18737084	Amillepora23392	9	0	0	0	0	0	0	0	0	0	2	1	7	7	3	6	2	2	8	1	1	4	2	7
chr3	18755436	18756436	Amillepora23393	50	21	9	21	14	21	27	10	20	15	12	17	18	9	9	20	2	10	15	8	6	10	1	16
chr3	18703049	18704049	Amillepora23388	14	1	0	1	2	0	2	0	1	0	1	3	4	2	0	3	0	1	2	2	3	0	0	5
chr3	18729087	18730087	Amillepora23391	47	5	0	4	4	0	41	17	9	26	38	57	10	6	2	3	1	3	27	17	28	22	19	35
chr3	18695667	18696667	Amillepora23387	4	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	3	1	3	0	0	2	0	6
chr3	18846345	18847345	Amillepora23398	8	2	0	0	0	0	1	0	0	0	0	2	2	5	5	3	1	1	3	1	4	4	2	5
chr3	18824718	18825718	Amillepora23397	13	2	0	1	0	0	0	0	0	0	1	2	5	3	2	0	2	2	3	0	2	3	2	2
chr3	18880998	18881998	Amillepora23400	5	0	0	0	2	0	4	0	0	2	0	0	9	2	2	5	0	3	6	1	1	0	3	1
chr3	18905747	18906747	Amillepora23403	7	2	0	1	0	0	0	0	0	0	0	0	3	3	1	2	3	0	5	0	1	3	2	3
chr3	18947727	18948727	Amillepora23407	4	0	0	0	0	0	0	0	0	0	0	0	6	2	1	3	0	3	6	1	1	1	2	3
chr3	18924141	18925141	Amillepora23404	4	0	0	0	0	1	0	0	0	0	0	0	3	3	3	2	0	3	5	1	2	1	2	3
chr3	18939824	18940824	Amillepora23406	1	1	0	1	0	0	0	0	0	0	0	2	6	1	1	3	1	4	2	0	0	0	0	2
chr3	18969137	18970137	Amillepora23408	5	2	0	2	0	0	2	0	0	2	0	0	8	0	2	4	1	3	9	2	6	2	0	7
chr3	18903050	18904050	Amillepora23402	2	0	0	0	0	0	2	0	0	1	1	0	4	2	1	1	1	1	3	1	0	4	0	1
chr3	18886632	18887632	Amillepora23401	52	9	1	1	0	2	3	2	0	1	5	0	4	6	1	4	0	3	5	2	3	0	2	6
chr3	18968243	18969243	Amillepora23409	41	7	7	11	7	10	8	1	1	10	7	8	9	2	6	5	3	2	3	1	2	5	0	5
chr3	19020938	19021938	Amillepora23410	4	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	3	1	0	0	0	1
chr3	19040340	19041340	Amillepora23412	55	12	7	6	8	9	52	42	30	16	68	34	15	25	14	19	24	31	22	7	20	22	11	34
chr3	19044206	19045206	Amillepora23413	6	3	1	0	0	2	2	0	0	2	0	0	4	2	1	4	0	1	5	1	1	1	3	4
chr3	19094578	19095578	Amillepora23420	4	0	0	0	0	2	0	1	0	0	0	2	2	2	1	6	1	1	7	0	1	3	3	5
chr3	19157963	19158963	Amillepora23424	179	46	49	95	47	73	19	2	0	4	9	2	52	16	11	24	11	11	8	1	5	1	2	4
chr3	19118745	19119745	Amillepora23422	4	2	0	2	0	0	0	0	0	0	0	0	7	2	0	1	0	0	2	1	0	5	1	3
chr3	19093494	19094494	Amillepora23419	371	196	89	117	95	145	238	139	69	192	210	203	93	86	78	64	53	66	117	76	86	102	96	168
chr3	19076124	19077124	Amillepora23417	85	12	0	5	6	0	7	0	0	5	5	0	6	4	1	2	2	2	12	2	3	2	1	5
chr3	19058303	19059303	Amillepora23414	13	8	5	9	9	9	7	0	1	0	4	1	17	26	8	14	9	19	10	4	8	11	10	20
chr3	19108671	19109671	Amillepora23421	1010	666	839	800	808	958	736	793	741	626	1016	739	314	348	219	264	213	358	265	195	199	201	207	450
chr3	19060675	19061675	Amillepora23416	40	13	0	0	2	0	4	0	0	6	3	2	13	1	3	3	2	0	7	0	1	2	2	0
chr3	19193482	19194482	Amillepora23427	27	12	3	2	2	5	1	4	0	2	8	3	18	6	3	4	3	4	13	2	1	1	2	3
chr3	19215123	19216123	Amillepora23429	132	84	121	103	56	95	113	56	38	54	70	95	46	45	19	32	12	31	33	22	15	28	14	31
chr3	19228860	19229860	Amillepora23430	17	7	3	0	0	1	3	2	0	1	0	0	9	5	2	4	3	8	10	1	2	4	2	9
chr3	19157473	19158473	Amillepora23425	28	4	1	2	0	3	7	0	0	0	4	0	15	5	4	11	2	5	4	2	0	1	2	1
chr3	19206926	19207926	Amillepora23428	20	4	2	0	0	1	5	0	0	0	0	1	10	5	3	2	2	5	8	0	2	3	2	5
chr3	19194321	19195321	Amillepora23426	9	7	0	1	0	2	0	0	0	0	1	0	18	6	4	4	4	8	11	1	0	5	1	3
chr3	19346256	19347256	Amillepora23440	4	1	3	3	1	7	8	10	13	3	2	8	16	19	21	14	13	12	14	24	32	15	16	32
chr3	19355720	19356720	Amillepora23443	6	3	0	1	0	0	2	0	0	0	0	0	5	1	0	6	2	0	7	1	1	1	4	4
chr3	19353000	19354000	Amillepora23441	10	5	0	0	0	0	2	0	0	0	2	0	4	0	2	2	0	0	4	0	5	0	0	0
chr3	19370533	19371533	Amillepora23444	6	2	0	0	0	0	2	0	0	0	0	1	5	0	1	2	2	4	4	1	1	1	3	8
chr3	19320005	19321005	Amillepora23436	55	10	0	0	1	0	10	0	0	2	4	2	8	1	0	3	2	1	5	1	2	3	0	6
chr3	19295810	19296810	Amillepora23432	11	6	0	2	0	0	4	1	0	2	2	1	7	1	0	2	0	3	4	0	2	1	1	3
chr3	19280584	19281584	Amillepora23431	13	5	0	1	0	0	5	1	1	2	0	1	22	7	10	6	4	6	13	3	7	8	4	17
chr3	19335656	19336656	Amillepora23437	7	2	0	0	0	2	0	0	0	0	1	0	2	2	1	1	2	1	3	1	0	1	1	3
chr3	19309830	19310830	Amillepora23435	12	0	0	0	0	0	8	0	1	4	2	0	10	3	1	6	2	5	8	0	1	3	3	10
chr3	19343677	19344677	Amillepora23439	5	2	1	0	0	0	0	0	0	0	0	0	7	4	0	0	0	1	2	0	1	2	0	3
chr3	19304821	19305821	Amillepora23434	184	138	57	83	59	97	52	57	42	74	52	60	72	56	26	45	38	43	53	41	48	32	32	65
chr3	19338863	19339863	Amillepora23438	8	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0	4	0	0	0	0	1
chr3	19456715	19457715	Amillepora23451	98	21	7	12	10	4	11	0	2	2	6	2	10	7	3	6	3	8	8	2	1	4	2	4
chr3	19417864	19418864	Amillepora23448	8	1	2	1	0	1	6	0	0	2	6	2	9	5	6	10	9	6	10	0	4	3	5	10
chr3	19483763	19484763	Amillepora23452	69	55	121	74	85	92	107	125	84	100	172	75	118	116	62	97	82	124	84	92	97	70	90	157
chr3	19417091	19418091	Amillepora23442	18	3	1	1	0	2	5	0	0	1	6	1	12	5	3	5	5	5	8	2	2	2	4	9
chr3	19449618	19450618	Amillepora23450	7	2	0	0	0	0	0	0	0	0	0	0	4	8	3	2	2	6	5	2	3	0	3	4
chr4	2617	3617	Amillepora08588	0	2	7	3	3	1	7	17	10	8	3	4	1	2	2	1	2	6	3	3	1	2	2	5
chr4	11937	12937	Amillepora08589	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
chr4	150744	151744	Amillepora08596	4	1	1	2	0	0	1	0	0	2	0	0	7	3	0	1	0	3	3	0	1	0	0	2
chr4	155604	156604	Amillepora08597	35	15	9	18	9	29	15	8	4	13	13	17	31	26	10	18	11	25	16	5	15	6	9	24
chr4	163897	164897	Amillepora08598	1	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	3	7	0	2	0	0	0
chr4	177598	178598	Amillepora08599	14	3	0	0	0	0	5	0	0	0	3	2	4	2	0	1	2	1	4	1	1	0	2	3
chr4	131612	132612	Amillepora08592	18	7	1	5	1	3	9	5	3	4	17	11	3	3	1	0	1	4	4	1	2	2	1	2
chr4	152404	153404	Amillepora08595	73	49	21	33	18	33	26	32	24	27	17	25	36	25	15	29	18	21	52	29	29	27	31	59
chr4	143904	144904	Amillepora08594	7	6	2	0	0	0	0	1	1	1	0	0	10	18	4	6	4	14	6	2	4	2	1	5
chr4	137514	138514	Amillepora08593	16	7	4	3	1	2	2	5	2	2	6	3	52	27	25	26	22	19	22	10	6	13	13	9
chr4	104838	105838	Amillepora08591	4	0	0	0	2	0	1	0	0	1	0	0	2	0	0	1	1	1	1	0	2	1	2	4
chr4	201304	202304	Amillepora08603	46	25	7	18	12	13	8	7	7	5	0	4	45	17	14	16	14	16	32	15	11	18	12	23
chr4	235255	236255	Amillepora08606	21	6	3	3	2	8	0	0	5	2	2	3	30	26	14	21	26	24	19	12	13	21	30	27
chr4	225262	226262	Amillepora08605	7	0	1	0	0	0	0	0	0	0	0	0	6	2	1	3	0	0	9	1	0	1	2	4
chr4	184099	185099	Amillepora08600	23	8	6	2	5	5	14	8	0	5	12	4	42	43	27	26	33	53	28	26	21	22	31	51
chr4	201473	202473	Amillepora08602	26	6	0	3	2	0	9	0	2	1	1	3	15	8	5	4	7	5	12	6	3	7	4	8
chr4	223176	224176	Amillepora08604	0	0	0	0	0	0	0	0	0	0	0	2	10	3	2	3	2	4	6	4	3	1	4	7
chr4	266778	267778	Amillepora08607	8	3	0	0	0	0	0	0	0	2	2	2	4	2	0	3	1	0	5	0	2	0	0	3
chr4	195857	196857	Amillepora08601	132	147	82	100	68	97	69	46	23	43	56	64	270	238	171	184	126	239	240	159	160	155	178	333
chr4	321753	322753	Amillepora08612	7	0	0	1	0	0	0	0	2	0	3	1	8	1	1	3	3	1	3	0	0	0	2	1
chr4	369134	370134	Amillepora08615	8	2	0	0	0	0	0	0	0	2	1	0	5	3	0	1	1	1	4	0	0	0	1	5
chr4	272118	273118	Amillepora08608	3	3	6	6	5	11	7	2	1	7	0	3	58	40	34	33	31	50	44	20	21	29	17	52
chr4	296709	297709	Amillepora08610	9	0	0	1	1	0	0	0	0	0	0	0	9	3	2	6	3	1	8	3	2	5	1	7
chr4	307498	308498	Amillepora08611	24	12	4	6	3	6	1	0	0	2	6	1	24	13	11	9	6	10	22	5	5	6	13	22
chr4	363582	364582	Amillepora08614	27	10	2	0	1	1	5	2	0	0	8	1	9	4	1	1	1	1	8	1	1	3	0	4
chr4	360768	361768	Amillepora08613	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	0	5	2	0	4	1	2	6
chr4	409594	410594	Amillepora08619	49	6	0	0	2	0	10	0	0	0	8	0	6	16	9	9	4	11	6	7	6	7	6	11
chr4	484539	485539	Amillepora08627	77	50	30	40	14	45	31	12	7	33	37	28	53	52	28	35	27	41	23	7	5	17	10	20
chr4	391134	392134	Amillepora08616	7	0	0	0	0	0	0	0	0	0	0	0	5	1	0	5	0	1	4	0	1	2	0	0
chr4	408144	409144	Amillepora08618	17	5	0	0	2	0	2	0	2	0	4	0	15	4	1	5	3	4	12	0	0	2	2	6
chr4	464769	465769	Amillepora08625	39	20	20	26	15	16	22	37	26	18	23	25	35	40	23	19	24	31	65	41	47	59	57	98
chr4	432124	433124	Amillepora08621	25	66	62	19	24	97	3	4	9	7	4	6	30	8	9	11	7	12	17	4	5	4	4	4
chr4	419943	420943	Amillepora08620	62	16	0	6	1	1	16	0	0	4	6	7	25	23	17	18	15	31	29	13	16	12	21	42
chr4	444245	445245	Amillepora08622	27	7	2	2	0	0	6	0	0	1	6	5	6	2	1	4	1	2	8	2	2	0	2	5
chr4	459233	460233	Amillepora08623	6	1	0	0	0	0	0	0	0	0	2	2	4	1	1	7	1	2	3	0	4	3	1	4
chr4	466088	467088	Amillepora08626	11	12	8	0	2	0	4	0	5	8	2	5	31	16	16	24	19	32	48	63	43	45	54	74
chr4	499706	500706	Amillepora08630	21	11	2	5	1	2	7	0	0	4	5	1	7	3	3	3	0	6	12	2	3	2	2	3
chr4	541995	542995	Amillepora08633	105	63	71	69	89	64	32	26	48	29	32	25	30	40	19	28	27	45	12	10	16	13	14	33
chr4	497868	498868	Amillepora08628	159	47	12	19	12	22	47	16	3	37	39	33	35	19	17	17	10	20	45	10	12	16	6	42
chr4	522056	523056	Amillepora08631	23	7	0	0	0	1	2	0	0	0	2	1	3	2	1	6	1	0	5	0	2	2	1	7
chr4	500473	501473	Amillepora08629	10	12	1	6	0	3	5	0	0	1	5	0	12	7	3	3	4	0	6	2	3	4	4	8
chr4	547439	548439	Amillepora08635	0	1	1	0	2	1	3	1	0	1	5	0	21	20	13	12	15	23	13	13	12	15	11	22
chr4	541116	542116	Amillepora08634	8	4	4	0	0	0	2	0	0	0	7	0	29	15	12	12	2	7	30	4	10	4	3	18
chr4	526164	527164	Amillepora08632	3	2	0	0	0	0	0	0	0	0	0	1	4	2	0	0	1	1	2	0	0	2	1	1
chr4	549314	550314	Amillepora08636	102	72	156	139	200	152	331	346	258	372	514	405	75	68	60	58	52	72	113	85	92	89	89	156
chr4	611990	612990	Amillepora08638	37	7	0	0	5	3	4	6	3	7	2	6	19	15	8	5	5	13	9	7	6	2	5	19
chr4	625480	626480	Amillepora08640	91	70	37	48	29	51	109	43	30	54	65	75	40	25	18	30	17	17	52	20	17	23	22	52
chr4	621905	622905	Amillepora08637	110	57	33	25	25	55	50	42	64	53	31	50	25	25	16	21	15	25	27	12	19	24	20	30
chr4	770943	771943	Amillepora08650	4	0	0	0	0	0	1	0	0	0	0	0	1	4	5	2	1	4	1	0	1	1	0	3
chr4	683407	684407	Amillepora08644	36	5	1	1	0	0	9	0	2	0	3	2	7	4	1	2	0	3	21	13	13	18	19	26
chr4	759680	760680	Amillepora08649	1	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	1	2	2	1	1	2	2	0
chr4	729868	730868	Amillepora08646	26	9	2	9	9	14	19	8	2	22	0	16	97	88	78	70	43	104	88	38	58	40	42	101
chr4	741006	742006	Amillepora08647	146	65	41	65	45	49	30	4	4	13	17	9	74	72	81	84	58	101	63	41	40	45	48	80
chr4	752972	753972	Amillepora08648	7	0	0	0	0	0	0	0	0	2	2	2	8	1	1	0	2	1	4	0	1	0	1	1
chr4	792094	793094	Amillepora08652	16	5	2	0	0	1	6	0	0	0	8	2	7	1	0	2	2	3	6	0	2	1	2	1
chr4	886156	887156	Amillepora08658	34	10	13	3	5	18	21	18	19	23	22	27	22	26	19	17	19	25	44	27	35	19	27	55
