chr	start	stop	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr11	15189165	15189665	Amillepora27468	9	4	16	9	8	11	3	9	10	5	7	8	15	19	14	13	14	18	13	14	8	4	13	11
chr11	15240647	15241147	Amillepora27471	90	30	21	21	9	18	23	0	0	3	5	1	28	21	10	13	11	13	5	1	3	3	7	6
chr11	15264985	15265485	Amillepora27474	2	0	1	0	0	1	1	0	0	0	1	0	2	2	1	0	2	0	1	0	0	0	0	3
chr11	15222110	15222610	Amillepora27470	8	2	0	0	0	0	0	0	0	0	2	0	6	0	0	1	0	2	6	0	2	1	1	2
chr11	15318190	15318690	Amillepora27481	2	2	0	2	2	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
chr11	15316332	15316832	Amillepora27480	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	5	0	0	0	1	0
chr11	15323958	15324458	Amillepora27482	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	2	3	0	0	0	0	1
chr11	15360722	15361222	Amillepora27486	2	0	0	0	0	0	2	0	0	1	0	0	6	2	0	3	0	1	2	0	0	1	0	2
chr11	15383508	15384008	Amillepora27487	1	2	0	0	2	1	0	0	0	0	0	2	4	2	2	0	0	2	4	1	0	1	0	3
chr11	15360464	15360964	Amillepora27484	5	1	0	0	0	0	1	0	0	2	0	1	10	6	0	3	0	2	5	0	0	1	1	2
chr11	15314710	15315210	Amillepora27477	6	2	0	1	0	0	0	1	0	1	1	0	7	3	0	4	3	4	3	0	1	1	0	2
chr11	15390581	15391081	Amillepora27490	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	3	0	0	1	0	0
chr11	15383561	15384061	Amillepora27489	1	2	0	0	2	1	0	0	0	0	0	2	3	2	1	0	0	2	4	1	1	1	0	3
chr11	15419403	15419903	Amillepora27491	5	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	3	1	0	0	0	4
chr11	15555655	15556155	Amillepora27499	11	0	0	1	0	0	2	0	0	0	0	0	2	2	0	1	1	1	1	1	1	0	0	1
chr11	15574259	15574759	Amillepora27502	4	0	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0	1	2	0	1	0	0	1
chr11	15439347	15439847	Amillepora27493	39	13	0	0	0	0	14	0	0	6	7	0	6	4	0	2	0	3	6	0	2	2	0	2
chr11	15469486	15469986	Amillepora27495	14	9	0	1	0	0	0	0	0	2	0	1	5	4	0	4	1	1	3	0	0	0	1	1
chr11	15454052	15454552	Amillepora27494	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	3	0	0	2	0	3
chr11	15551725	15552225	Amillepora27498	17	3	2	2	0	4	12	2	0	2	2	0	6	4	2	2	2	1	7	1	4	4	8	9
chr11	15537939	15538439	Amillepora27497	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	1	2	4	0	0	3	1	2
chr11	15573919	15574419	Amillepora27500	4	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	1	0	3	0	0	0	0	1
chr11	15601040	15601540	Amillepora27507	12	3	0	0	0	0	5	0	0	0	0	4	3	2	2	2	0	1	4	1	0	2	0	3
chr11	15634816	15635316	Amillepora27508	102	42	41	56	12	46	61	68	33	106	13	50	52	29	24	35	14	28	87	26	38	55	23	68
chr11	15583989	15584489	Amillepora27503	14	4	2	5	4	6	0	1	0	0	1	4	8	2	7	5	2	14	7	2	4	8	3	8
chr11	15590670	15591170	Amillepora27504	1	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	1	3	2	3	2	2	1
chr11	15685179	15685679	Amillepora27510	77	51	15	42	37	48	35	17	6	16	53	39	34	18	5	11	5	17	39	25	28	35	38	51
chr11	15600912	15601412	Amillepora27506	14	3	0	1	0	0	5	0	0	1	0	5	3	4	2	2	0	0	5	1	0	1	0	3
chr11	15599025	15599525	Amillepora27505	37	11	0	4	2	1	3	0	0	2	3	0	7	3	3	7	4	0	4	0	1	0	1	2
chr11	15665937	15666437	Amillepora27509	14	2	0	2	0	0	3	0	0	1	1	2	7	2	1	2	0	2	5	0	1	0	2	2
chr11	15690518	15691018	Amillepora27512	4	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	0	0	1	0	0	0	1	0
chr11	15701612	15702112	Amillepora27513	36	5	0	4	0	2	3	1	0	2	4	0	1	1	2	2	1	0	2	0	0	3	0	2
chr11	15735985	15736485	Amillepora27516	4	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	0	0	2	1	1	2	1	5
chr11	15711992	15712492	Amillepora27514	46	18	14	21	20	31	17	20	9	15	9	14	35	21	5	14	11	25	22	8	7	15	14	26
chr11	15720701	15721201	Amillepora27515	4	9	26	13	7	12	5	15	17	11	4	4	26	10	8	8	10	17	8	13	2	5	5	9
chr11	15815358	15815858	Amillepora27520	2	0	0	2	0	0	1	0	0	0	0	0	6	0	2	1	0	2	3	0	0	0	0	2
chr11	15805103	15805603	Amillepora27518	7	2	0	0	0	2	5	0	0	1	2	0	7	1	3	3	0	1	5	1	1	0	1	2
chr11	15842023	15842523	Amillepora27521	1	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	1	0	0	0	0	1	0	0
chr11	15815211	15815711	Amillepora27519	4	1	0	2	0	0	2	1	0	0	1	0	7	0	2	2	0	3	3	0	0	0	0	2
chr11	15801345	15801845	Amillepora27517	0	0	0	0	0	0	2	0	0	0	0	0	5	3	1	0	0	2	0	1	0	1	0	0
chr11	15859116	15859616	Amillepora27524	1	0	0	0	0	0	2	0	0	0	0	1	2	1	1	1	0	1	4	0	1	0	3	0
chr11	15855033	15855533	Amillepora27522	12	4	0	3	2	0	3	0	0	0	0	2	4	0	3	1	3	2	1	1	2	3	0	1
chr11	15866597	15867097	Amillepora27525	7	4	0	1	0	2	0	0	0	0	1	2	2	1	1	1	0	0	0	2	0	1	1	2
chr11	15893960	15894460	Amillepora27527	130	90	189	173	107	259	80	174	132	101	91	73	27	19	13	13	11	13	20	4	5	10	4	13
chr11	15917393	15917893	Amillepora27528	1	2	0	0	0	0	2	0	0	2	2	0	1	2	1	0	0	0	1	0	0	1	1	1
chr11	15919410	15919910	Amillepora27529	9	3	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	1	0	1	1	1	0
chr11	15941034	15941534	Amillepora27530	5	2	1	0	0	0	3	0	0	0	0	0	3	1	1	2	2	1	1	0	0	0	1	1
chr11	16046707	16047207	Amillepora27534	111	78	215	180	169	173	100	148	134	116	198	143	80	47	41	36	36	88	61	39	42	53	51	104
chr11	16047536	16048036	Amillepora27535	359	201	229	234	258	288	413	402	402	314	533	402	144	145	94	114	92	139	107	91	102	69	98	165
chr11	16078003	16078503	Amillepora27536	89	36	18	36	21	24	29	21	3	30	28	25	100	94	79	92	71	126	63	36	51	59	56	79
chr11	16125711	16126211	Amillepora27540	9	0	22	0	2	8	1	1	1	0	0	2	27	27	27	28	24	28	16	12	18	14	18	29
chr11	16025830	16026330	Amillepora27533	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	2	0	0	0	1	2
chr11	16125058	16125558	Amillepora27539	116	92	115	116	139	150	84	128	135	130	143	136	44	27	24	35	30	42	36	30	41	28	36	64
chr11	16010280	16010780	Amillepora27531	11	7	3	0	1	5	4	2	0	0	0	1	19	7	9	6	5	7	23	3	6	6	5	12
chr11	16022846	16023346	Amillepora27532	17	3	0	1	4	0	0	0	0	2	1	1	10	0	1	2	1	1	3	1	1	1	0	0
chr11	16156759	16157259	Amillepora27541	1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	3	1	0	0	0	3
chr11	16174149	16174649	Amillepora27542	2	1	0	0	0	0	0	1	0	0	0	0	7	7	4	3	1	6	5	0	1	1	4	2
chr11	16196419	16196919	Amillepora27543	3	0	0	2	0	1	1	0	0	0	1	2	2	3	2	2	0	2	4	0	1	2	2	5
chr11	16239578	16240078	Amillepora27545	20	11	26	19	15	14	83	127	83	79	122	97	21	16	17	11	13	22	47	35	25	39	34	65
chr11	16295824	16296324	Amillepora27549	30	5	2	3	0	3	5	13	0	2	0	2	58	35	25	28	24	40	26	21	24	29	11	43
chr11	16283337	16283837	Amillepora27547	20	3	0	0	0	0	9	0	0	2	2	0	5	3	1	1	1	2	1	1	0	0	2	5
chr11	16355426	16355926	Amillepora27551	4	0	0	0	0	0	0	0	0	0	3	1	3	2	1	2	0	0	1	1	0	0	0	1
chr11	16375106	16375606	Amillepora27552	1	2	0	0	4	2	1	2	0	0	0	0	11	0	2	6	0	1	3	3	1	1	2	3
chr11	16308791	16309291	Amillepora27550	16	6	8	8	13	11	31	31	25	35	36	36	12	10	9	14	9	15	19	12	13	10	8	24
chr11	16435811	16436311	Amillepora27560	24	35	43	28	26	31	8	30	27	32	13	20	14	17	8	7	10	6	32	10	5	9	12	18
chr11	16417886	16418386	Amillepora27557	3	0	0	0	0	0	0	0	0	2	2	0	2	1	2	4	3	1	4	1	0	2	2	5
chr11	16400271	16400771	Amillepora27556	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	0	0	0
chr11	16399829	16400329	Amillepora27553	2	2	0	0	0	2	3	0	0	2	0	0	7	5	6	7	3	6	6	0	1	6	4	7
chr11	16435639	16436139	Amillepora27558	3	0	0	1	0	1	0	0	0	0	0	0	6	4	3	7	3	3	4	2	2	2	1	5
chr11	16484872	16485372	Amillepora27563	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	3	0	0
chr11	16508090	16508590	Amillepora27566	10	0	0	0	0	0	1	1	0	2	4	0	0	0	0	0	1	0	3	2	0	1	0	2
chr11	16544806	16545306	Amillepora27571	6	2	5	0	1	4	60	17	16	34	28	46	16	8	5	10	12	13	12	10	5	7	7	12
chr11	16502798	16503298	Amillepora27564	27	20	29	13	16	30	13	27	43	33	7	9	20	21	13	9	16	19	18	13	11	6	9	22
chr11	16508304	16508804	Amillepora27565	7	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	5	1	0	2	0	2
chr11	16744677	16745177	Amillepora27575	6	5	0	0	0	0	116	191	125	138	186	135	4	5	3	2	3	0	42	44	48	30	39	91
chr11	16751009	16751509	Amillepora27576	240	130	189	192	130	166	108	162	125	98	138	106	97	122	91	100	71	144	114	85	93	88	111	155
chr12	54150	54650	Amillepora12916	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	3	0	1	0	1	4
chr12	16302	16802	Amillepora12910	14	9	6	12	5	20	5	0	0	1	0	1	6	4	4	5	5	11	8	3	1	1	5	10
chr12	45260	45760	Amillepora12915	3	0	0	0	0	0	2	0	0	0	0	0	3	4	0	4	3	1	3	0	1	1	1	0
chr12	67046	67546	Amillepora12918	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	2
chr12	73638	74138	Amillepora12919	6	2	0	0	1	0	0	0	1	0	1	0	13	2	1	2	2	3	5	0	2	4	3	2
chr12	37378	37878	Amillepora12914	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	0	0	0	0	0	0
chr12	45197	45697	Amillepora12912	1	0	0	0	0	0	2	0	0	0	0	0	3	5	0	4	2	1	2	1	1	1	1	0
chr12	62345	62845	Amillepora12917	0	2	0	0	0	0	2	0	0	2	2	0	4	2	2	2	1	1	2	0	0	1	1	3
chr12	79250	79750	Amillepora12920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	28063	28563	Amillepora12911	1	1	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1
chr12	147605	148105	Amillepora12926	25	13	0	0	0	0	4	1	0	2	5	0	2	1	0	0	1	1	2	0	2	0	2	2
chr12	158066	158566	Amillepora12927	9	3	0	3	0	0	3	0	0	6	4	2	1	2	2	4	2	1	4	1	1	5	0	3
chr12	114036	114536	Amillepora12924	0	2	0	0	0	0	4	0	0	0	0	0	4	0	0	1	0	1	1	1	2	0	1	4
chr12	84063	84563	Amillepora12921	70	25	8	29	18	34	14	3	3	3	4	9	73	62	32	35	34	60	32	15	16	14	17	32
chr12	141886	142386	Amillepora12925	3	1	0	0	0	0	0	0	0	0	0	0	2	3	2	1	0	1	1	1	0	2	2	4
chr12	110196	110696	Amillepora12922	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	2	2
chr12	182142	182642	Amillepora12928	14	2	0	0	0	0	0	0	0	2	6	0	5	1	1	3	0	2	2	0	0	0	1	1
chr12	246936	247436	Amillepora12934	13	0	2	3	0	4	3	0	0	0	0	0	8	9	2	3	1	5	3	1	1	3	1	2
chr12	188779	189279	Amillepora12930	6	4	0	0	0	0	0	0	0	1	0	0	3	1	1	1	0	1	2	1	1	0	0	1
chr12	244806	245306	Amillepora12933	26	16	0	7	5	2	13	14	2	8	9	9	19	9	4	8	7	9	10	2	6	6	2	18
chr12	224777	225277	Amillepora12932	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	2	7	2	2	1	2	2
chr12	311997	312497	Amillepora12938	1	0	2	1	0	0	1	0	0	0	0	0	1	2	0	0	0	1	2	0	1	0	2	0
chr12	264765	265265	Amillepora12935	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	3	0	0	1	0	6
chr12	306672	307172	Amillepora12937	134	126	124	143	103	146	59	69	24	39	136	76	52	48	28	41	47	46	28	20	27	21	47	66
chr12	370183	370683	Amillepora12939	1	0	2	0	0	0	0	0	0	2	2	0	4	0	1	0	0	0	0	0	1	1	0	1
chr12	292611	293111	Amillepora12936	2	1	0	0	5	2	2	0	3	1	2	3	10	4	5	7	5	7	4	0	4	5	2	5
chr12	399683	400183	Amillepora12942	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
chr12	427628	428128	Amillepora12947	11	1	0	0	0	1	4	0	0	0	0	0	3	0	0	0	3	1	5	2	0	0	0	3
chr12	405891	406391	Amillepora12944	7	0	0	0	0	2	0	0	0	0	0	0	2	2	1	0	1	0	3	0	0	1	0	0
chr12	454972	455472	Amillepora12950	14	4	0	0	0	0	3	0	0	0	3	0	3	1	1	0	0	0	2	0	0	1	1	0
chr12	450632	451132	Amillepora12949	1	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	1	0	1
chr12	405603	406103	Amillepora12943	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	3	0	1	0	0	2	0	0
chr12	463870	464370	Amillepora12951	20	0	0	0	0	2	1	0	0	0	0	2	3	0	0	2	1	1	6	1	1	1	1	0
chr12	483468	483968	Amillepora12952	8	1	0	2	0	0	0	0	1	0	2	2	4	0	0	0	0	0	3	0	1	1	2	4
chr12	399445	399945	Amillepora12941	3	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	3	0	0
chr12	555597	556097	Amillepora12960	11	1	1	0	0	1	1	0	0	0	2	0	4	0	1	0	1	2	5	0	1	1	0	2
chr12	551089	551589	Amillepora12959	19	7	2	0	0	2	1	2	0	0	4	0	8	4	1	1	4	0	3	0	0	4	0	3
chr12	525593	526093	Amillepora12956	12	1	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	0	1	0	0	2	1	1
chr12	561515	562015	Amillepora12961	37	8	0	5	2	3	8	0	0	6	3	7	5	1	0	4	1	2	5	1	0	0	0	2
chr12	521075	521575	Amillepora12954	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	9	7	8	12	7	16
chr12	541057	541557	Amillepora12957	3	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	4	0	0	1	0	1
chr12	550215	550715	Amillepora12958	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	1	1	2	0	0	1	1	5
chr12	580020	580520	Amillepora12962	7	0	0	1	0	0	2	0	0	1	1	0	0	1	0	2	1	0	0	2	1	0	1	0
chr12	642273	642773	Amillepora12970	1	0	0	0	1	2	2	0	0	0	0	1	3	3	3	5	0	1	3	0	1	1	0	0
chr12	616466	616966	Amillepora12964	7	0	0	0	1	0	0	0	0	0	0	0	2	1	1	1	1	1	3	1	0	0	0	5
chr12	646837	647337	Amillepora12971	13	0	0	0	0	1	2	0	1	1	0	0	1	1	2	2	0	3	1	0	0	0	0	3
chr12	601380	601880	Amillepora12963	2	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0	3	1	0	0	0	1
chr12	660074	660574	Amillepora12972	1	1	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	1	0	0	0	1	0	3
chr12	633673	634173	Amillepora12966	4	0	0	0	0	0	2	0	0	0	1	0	4	5	0	0	2	1	5	1	0	0	2	1
chr12	641901	642401	Amillepora12969	5	0	0	4	2	0	1	1	0	2	0	5	9	5	1	3	0	4	3	0	3	2	2	3
chr12	684238	684738	Amillepora12973	6	0	0	0	0	0	1	1	0	0	2	0	3	2	0	0	3	0	8	1	0	0	0	2
chr12	698907	699407	Amillepora12974	9	3	0	2	0	0	5	1	0	3	3	1	2	1	0	3	0	0	4	0	1	2	2	4
chr12	770598	771098	Amillepora12978	22	2	0	3	0	0	1	0	0	0	1	0	9	1	0	1	0	2	0	0	0	0	1	3
chr12	729515	730015	Amillepora12975	5	0	0	0	0	0	4	0	0	1	0	0	2	0	0	1	0	1	1	1	1	1	1	2
chr12	742023	742523	Amillepora12976	10	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	1	1	3	0	1	1	1	2
chr12	758745	759245	Amillepora12977	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
chr12	814017	814517	Amillepora12983	16	1	0	1	0	2	4	0	0	0	0	0	3	1	1	1	1	1	2	0	0	2	3	5
chr12	841155	841655	Amillepora12984	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	2	1	2	0	0	1	0	0
chr12	805818	806318	Amillepora12981	0	23	39	32	24	28	0	40	20	27	1	18	94	49	19	48	26	40	61	32	37	37	20	56
chr12	883507	884007	Amillepora12989	461	232	259	339	179	286	81	55	61	78	73	98	76	33	20	32	20	27	36	13	12	8	5	24
chr12	880160	880660	Amillepora12988	108	109	78	169	116	128	117	106	74	117	85	128	65	32	23	27	17	26	44	19	24	30	23	41
chr12	802332	802832	Amillepora12980	21	10	1	4	0	3	3	0	0	0	1	8	2	0	1	0	2	3	0	0	0	2	1	0
chr12	812807	813307	Amillepora12982	22	4	1	1	1	1	1	1	0	0	0	3	4	3	1	3	0	0	4	0	1	4	1	0
chr12	863258	863758	Amillepora12985	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0
chr12	871236	871736	Amillepora12986	6	4	0	0	0	0	1	0	0	0	0	0	0	2	1	4	1	1	9	0	2	0	2	3
chr12	798002	798502	Amillepora12979	10	3	0	3	0	0	1	1	0	0	1	0	6	2	0	3	0	3	2	1	2	1	2	3
chr12	980415	980915	Amillepora13001	5	0	0	0	0	3	1	0	0	0	3	0	5	3	0	1	0	1	2	1	0	1	1	2
chr12	931555	932055	Amillepora12994	1	0	0	1	0	0	0	0	0	0	0	0	4	0	3	1	0	0	0	0	0	0	0	0
chr12	955314	955814	Amillepora12997	27	6	0	2	0	2	6	1	0	0	7	2	11	6	3	0	0	3	5	1	1	4	1	4
chr12	932176	932676	Amillepora12992	4	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	1	1	0	1	1	0	1
chr12	955187	955687	Amillepora12996	23	7	0	3	0	6	6	3	0	2	9	1	11	4	3	1	0	6	8	1	0	5	2	5
chr12	894445	894945	Amillepora12991	2	1	0	0	0	0	0	0	0	2	0	0	3	0	0	1	1	0	1	0	0	0	0	0
chr12	1019988	1020488	Amillepora13007	68	15	2	4	0	7	8	0	0	1	4	0	5	2	3	6	1	2	5	2	4	3	3	2
chr12	1010922	1011422	Amillepora13006	12	8	4	1	0	0	3	0	0	0	1	4	6	2	1	3	0	3	4	0	0	0	0	1
chr12	1070634	1071134	Amillepora13012	1	1	0	0	0	0	0	0	0	0	1	0	3	1	0	2	0	1	2	0	0	1	0	3
chr12	1075448	1075948	Amillepora13013	6	4	0	4	0	0	0	0	2	0	0	2	2	1	0	0	1	0	4	0	1	1	1	0
chr12	1085980	1086480	Amillepora13014	3	0	0	3	0	0	0	0	0	0	2	0	0	4	1	0	0	1	2	0	1	2	1	2
chr12	1010404	1010904	Amillepora13005	12	2	0	0	0	2	0	0	0	0	0	0	4	3	1	4	0	3	2	0	0	0	0	0
chr12	1068608	1069108	Amillepora13011	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	1	0	4
chr12	994143	994643	Amillepora13002	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	2	0	0
chr12	1004866	1005366	Amillepora13003	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0
chr12	1007815	1008315	Amillepora13004	3	0	2	0	0	0	0	0	0	2	2	0	4	0	0	2	0	0	2	0	1	1	1	1
chr12	1042742	1043242	Amillepora13009	1	0	0	0	0	0	1	0	0	0	0	0	8	1	2	2	1	0	5	0	0	1	0	3
chr12	1058554	1059054	Amillepora13010	4	0	0	0	0	0	0	2	0	0	0	0	5	4	1	1	0	1	1	2	1	2	2	2
chr12	1031074	1031574	Amillepora13008	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	3	6	0	1	0	0	1
chr12	1174824	1175324	Amillepora13027	6	4	0	2	0	2	3	0	0	2	9	0	4	3	1	4	4	0	2	0	4	1	1	2
chr12	1123744	1124244	Amillepora13018	3	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	2	0	3	2	0	1
chr12	1153014	1153514	Amillepora13023	2	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	1	2	0	0	1	0	0
chr12	1104687	1105187	Amillepora13016	2	1	2	1	0	0	1	0	0	0	0	2	5	2	3	6	1	3	6	0	1	2	0	0
chr12	1162354	1162854	Amillepora13024	19	2	0	3	0	2	6	0	0	1	0	0	7	7	2	8	6	5	16	7	5	8	6	15
chr12	1131625	1132125	Amillepora13020	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	3	1	0	2
chr12	1120308	1120808	Amillepora13017	4	1	0	0	0	0	2	0	0	1	2	0	2	1	0	2	0	1	0	0	0	1	0	1
chr12	1151443	1151943	Amillepora13022	2	1	0	0	0	0	0	0	0	0	0	2	3	3	0	1	2	0	0	0	0	0	0	2
chr12	1145651	1146151	Amillepora13021	5	2	0	0	0	1	0	0	0	0	1	0	5	2	2	5	0	1	5	0	1	0	0	4
chr12	1094138	1094638	Amillepora13015	2	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0	2	1	0	1	0	2
chr12	1133602	1134102	Amillepora13019	6	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	3	1	0	1	0	0	2
chr12	1172966	1173466	Amillepora13026	27	16	0	0	0	1	3	1	0	2	2	2	4	1	2	5	0	2	3	0	0	3	1	3
chr12	1243089	1243589	Amillepora13032	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	3	1	1	0	0	0
chr12	1278274	1278774	Amillepora13034	4	2	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	1	0	0	0	0	0	1
chr12	1202197	1202697	Amillepora13028	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	5	1	0	0	2	1
chr12	1207420	1207920	Amillepora13029	15	0	0	2	0	1	4	0	0	0	0	0	6	1	1	0	1	0	1	1	0	1	2	4
chr12	1275898	1276398	Amillepora13033	10	0	0	0	0	0	2	0	0	0	0	0	2	1	1	2	0	2	5	4	3	4	2	3
chr12	1239406	1239906	Amillepora13031	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	1	1	0	1	1	2
chr12	1222817	1223317	Amillepora13030	14	3	0	2	0	0	5	0	0	0	0	0	2	4	0	1	1	0	8	1	0	0	0	0
chr12	1298556	1299056	Amillepora13036	6	0	0	3	0	0	0	0	0	0	0	0	8	2	1	4	5	4	1	1	1	1	0	1
chr12	1359365	1359865	Amillepora13039	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1	2	2	0	0	0	0	0
chr12	1327565	1328065	Amillepora13037	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	1	0	1	2
chr12	1297550	1298050	Amillepora13035	5	1	2	0	0	0	0	0	0	0	0	0	4	1	1	1	0	0	4	0	1	0	1	1
chr12	1375437	1375937	Amillepora13040	4	4	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	2
chr12	1413554	1414054	Amillepora13042	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	1	0	0	3	1	0	2	0	1
chr12	1394396	1394896	Amillepora13041	0	2	0	0	0	0	2	0	0	0	0	0	5	1	0	2	0	1	1	1	0	0	1	4
chr12	1452816	1453316	Amillepora13046	7	0	1	0	0	0	3	2	0	0	3	0	5	2	0	2	0	0	1	2	2	5	0	2
chr12	1449263	1449763	Amillepora13045	6	1	0	2	0	0	0	0	0	0	4	0	4	1	1	4	2	2	2	1	2	2	4	1
chr12	1463767	1464267	Amillepora13048	20	5	1	0	0	0	0	0	0	0	0	0	2	4	0	3	2	1	3	1	1	0	0	2
chr12	1470834	1471334	Amillepora13049	5	0	0	0	0	0	0	0	0	0	2	0	8	1	0	2	0	1	2	0	2	0	0	1
chr12	1480653	1481153	Amillepora13050	0	2	0	0	0	0	0	0	0	0	2	0	3	1	1	1	0	0	2	0	2	0	0	1
chr12	1445511	1446011	Amillepora13043	7	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	2	2	0	1	0	1	2
chr12	1569689	1570189	Amillepora13060	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	2	6	4	1	1	0	0	4
chr12	1545968	1546468	Amillepora13058	9	4	1	3	0	2	3	1	0	1	0	0	2	0	1	1	0	1	4	0	0	0	1	4
chr12	1534775	1535275	Amillepora13055	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	1	7	1	0	0	0	2
chr12	1569630	1570130	Amillepora13059	0	0	0	1	0	0	1	0	0	0	0	0	3	1	1	1	2	5	4	2	1	0	0	4
chr12	1512152	1512652	Amillepora13052	1	1	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	3	0	0	2	0	1
chr12	1520630	1521130	Amillepora13053	16	3	0	0	0	0	2	0	0	2	2	1	5	2	0	3	1	1	1	2	2	3	0	5
chr12	1585845	1586345	Amillepora13061	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0
chr12	1525138	1525638	Amillepora13054	360	431	385	394	390	510	257	298	244	302	229	237	76	29	12	42	24	37	59	12	32	24	25	59
chr12	1667172	1667672	Amillepora13066	52	11	0	2	1	4	7	0	0	1	2	5	2	1	0	2	0	1	1	1	0	1	0	1
chr12	1621064	1621564	Amillepora13064	4	1	0	2	0	2	0	0	0	0	0	2	1	3	0	1	0	0	1	0	0	0	0	3
