chr	feature	start	stop	strand	featureID	parentID
chr5	mRNA	3468995	3469934	+	Amillepora06472-RA	Amillepora06472
chr5	mRNA	3394926	3396511	-	Amillepora06464-RA	Amillepora06464
chr5	mRNA	3398694	3408402	-	Amillepora06466-RA	Amillepora06466
chr5	mRNA	3408862	3417585	-	Amillepora06467-RA	Amillepora06467
chr5	mRNA	3533398	3534066	-	Amillepora06475-RA	Amillepora06475
chr5	mRNA	3535138	3549790	-	Amillepora06476-RA	Amillepora06476
chr5	mRNA	3555344	3567498	-	Amillepora06477-RA	Amillepora06477
chr5	mRNA	3467210	3493409	-	Amillepora06471-RA	Amillepora06471
chr5	mRNA	3433529	3462317	-	Amillepora06468-RA	Amillepora06468
chr5	mRNA	3463887	3466914	-	Amillepora06470-RA	Amillepora06470
chr5	mRNA	3507449	3516041	-	Amillepora06474-RA	Amillepora06474
chr5	mRNA	3494000	3507034	-	Amillepora06473-RA	Amillepora06473
chr5	mRNA	3577421	3578172	-	Amillepora06479-RA	Amillepora06479
chr5	mRNA	3610372	3610863	+	Amillepora06483-RA	Amillepora06483
chr5	mRNA	3672117	3675369	+	Amillepora06488-RA	Amillepora06488
chr5	mRNA	3587854	3591369	+	Amillepora06480-RA	Amillepora06480
chr5	mRNA	3647041	3670775	+	Amillepora06486-RA	Amillepora06486
chr5	mRNA	3591482	3592453	+	Amillepora06481-RA	Amillepora06481
chr5	mRNA	3605679	3606866	-	Amillepora06482-RA	Amillepora06482
chr5	mRNA	3613851	3629444	-	Amillepora06484-RA	Amillepora06484
chr5	mRNA	3630123	3643146	-	Amillepora06485-RA	Amillepora06485
chr5	mRNA	3681199	3716104	+	Amillepora06489-RA	Amillepora06489
chr5	mRNA	3719726	3727930	+	Amillepora06491-RA	Amillepora06491
chr5	mRNA	3756589	3765405	-	Amillepora06495-RA	Amillepora06495
chr5	mRNA	3729418	3732031	-	Amillepora06493-RA	Amillepora06493
chr5	mRNA	3733800	3752662	-	Amillepora06494-RA	Amillepora06494
chr5	mRNA	3875000	3881841	+	Amillepora06508-RA	Amillepora06508
chr5	mRNA	3852587	3864379	+	Amillepora06505-RA	Amillepora06505
chr5	mRNA	3844180	3851668	+	Amillepora06503-RA	Amillepora06503
chr5	mRNA	3796002	3803467	+	Amillepora06498-RA	Amillepora06498
chr5	mRNA	3768770	3793190	-	Amillepora06496-RA	Amillepora06496
chr5	mRNA	3907103	3914381	+	Amillepora06510-RA	Amillepora06510
chr5	mRNA	3915868	3926765	+	Amillepora06511-RA	Amillepora06511
chr5	mRNA	3882504	3898544	-	Amillepora06509-RA	Amillepora06509
chr5	mRNA	3932857	3943703	-	Amillepora06512-RA	Amillepora06512
chr5	mRNA	3969028	3981301	-	Amillepora06514-RA	Amillepora06514
chr5	mRNA	4063620	4066930	+	Amillepora06518-RA	Amillepora06518
chr5	mRNA	4047639	4057528	-	Amillepora06517-RA	Amillepora06517
chr5	mRNA	4010373	4021440	-	Amillepora06516-RA	Amillepora06516
chr5	mRNA	4148491	4159160	+	Amillepora06522-RA	Amillepora06522
chr5	mRNA	4159199	4160155	+	Amillepora06523-RA	Amillepora06523
chr5	mRNA	4138198	4156387	-	Amillepora06521-RA	Amillepora06521
chr5	mRNA	4089109	4106898	-	Amillepora06519-RA	Amillepora06519
chr5	mRNA	4118767	4128652	-	Amillepora06520-RA	Amillepora06520
chr5	mRNA	4161446	4166089	-	Amillepora06524-RA	Amillepora06524
chr5	mRNA	4169478	4172696	-	Amillepora06525-RA	Amillepora06525
chr5	mRNA	4173433	4221067	+	Amillepora06527-RA	Amillepora06527
chr5	mRNA	4279252	4284436	+	Amillepora06535-RA	Amillepora06535
chr5	mRNA	4221978	4238191	+	Amillepora06530-RA	Amillepora06530
chr5	mRNA	4239051	4243427	+	Amillepora06532-RA	Amillepora06532
chr5	mRNA	4251238	4255000	-	Amillepora06534-RA	Amillepora06534
chr5	mRNA	4244778	4251086	-	Amillepora06533-RA	Amillepora06533
chr5	mRNA	4323971	4334531	+	Amillepora06538-RA	Amillepora06538
chr5	mRNA	4345486	4359982	+	Amillepora06541-RA	Amillepora06541
chr5	mRNA	4287191	4289398	+	Amillepora06536-RA	Amillepora06536
chr5	mRNA	4360233	4362968	+	Amillepora06543-RA	Amillepora06543
chr5	mRNA	4289988	4294160	+	Amillepora06537-RA	Amillepora06537
chr5	mRNA	4364022	4371685	-	Amillepora06544-RA	Amillepora06544
chr5	mRNA	4334091	4343480	-	Amillepora06539-RA	Amillepora06539
chr5	mRNA	4373684	4375753	-	Amillepora06545-RA	Amillepora06545
chr5	mRNA	4415897	4417696	+	Amillepora06548-RA	Amillepora06548
chr5	mRNA	4459008	4462672	+	Amillepora06550-RA	Amillepora06550
chr5	mRNA	4391506	4409562	+	Amillepora06547-RA	Amillepora06547
chr5	mRNA	4425388	4439342	+	Amillepora06549-RA	Amillepora06549
chr5	mRNA	4390535	4395280	-	Amillepora06546-RA	Amillepora06546
chr5	mRNA	4475943	4481444	-	Amillepora06552-RA	Amillepora06552
chr5	mRNA	4461829	4469952	-	Amillepora06551-RA	Amillepora06551
chr5	mRNA	4486314	4493525	+	Amillepora06555-RA	Amillepora06555
chr5	mRNA	4532254	4533159	+	Amillepora06559-RA	Amillepora06559
chr5	mRNA	4562037	4568523	+	Amillepora06564-RA	Amillepora06564
chr5	mRNA	4496391	4503714	+	Amillepora06556-RA	Amillepora06556
chr5	mRNA	4481309	4483484	+	Amillepora06553-RA	Amillepora06553
chr5	mRNA	4528847	4530360	+	Amillepora06558-RA	Amillepora06558
chr5	mRNA	4543563	4544027	-	Amillepora06562-RA	Amillepora06562
chr5	mRNA	4545415	4554072	-	Amillepora06563-RA	Amillepora06563
chr5	mRNA	4534583	4538289	-	Amillepora06560-RA	Amillepora06560
chr5	mRNA	4486138	4491722	-	Amillepora06554-RA	Amillepora06554
chr5	mRNA	4505041	4517794	-	Amillepora06557-RA	Amillepora06557
chr5	mRNA	4632788	4634572	-	Amillepora06571-RA	Amillepora06571
chr5	mRNA	4571442	4585496	-	Amillepora06565-RA	Amillepora06565
chr5	mRNA	4656417	4659214	-	Amillepora06573-RA	Amillepora06573
chr5	mRNA	4622558	4625176	-	Amillepora06570-RA	Amillepora06570
chr5	mRNA	4661263	4669886	-	Amillepora06574-RA	Amillepora06574
chr5	mRNA	4635622	4642116	-	Amillepora06572-RA	Amillepora06572
chr5	mRNA	4591583	4595052	-	Amillepora06566-RA	Amillepora06566
chr5	mRNA	4618077	4619725	-	Amillepora06569-RA	Amillepora06569
chr5	mRNA	4761473	4783804	+	Amillepora06582-RA	Amillepora06582
chr5	mRNA	4735727	4740905	-	Amillepora06579-RA	Amillepora06579
chr5	mRNA	4707419	4719345	-	Amillepora06577-RA	Amillepora06577
chr5	mRNA	4685391	4690961	-	Amillepora06575-RA	Amillepora06575
chr5	mRNA	4693513	4695037	-	Amillepora06576-RA	Amillepora06576
chr5	mRNA	4755484	4760070	+	Amillepora06581-RA	Amillepora06581
chr5	mRNA	4745850	4748039	-	Amillepora06580-RA	Amillepora06580
chr5	mRNA	4815650	4855051	+	Amillepora06585-RA	Amillepora06585
chr5	mRNA	4787000	4814550	+	Amillepora06584-RA	Amillepora06584
chr5	mRNA	4919250	4923141	+	Amillepora06595-RA	Amillepora06595
chr5	mRNA	4898960	4901645	+	Amillepora06592-RA	Amillepora06592
chr5	mRNA	4911333	4917364	+	Amillepora06594-RA	Amillepora06594
chr5	mRNA	4975891	4978687	+	Amillepora06612-RA	Amillepora06612
chr5	mRNA	4931912	4946279	+	Amillepora06598-RA	Amillepora06598
chr5	mRNA	4923705	4926857	+	Amillepora06596-RA	Amillepora06596
chr5	mRNA	4904045	4910857	-	Amillepora06593-RA	Amillepora06593
chr5	mRNA	4896539	4898787	-	Amillepora06591-RA	Amillepora06591
chr5	mRNA	4957059	4980272	-	Amillepora06610-RA	Amillepora06610
chr5	mRNA	4884267	4894958	-	Amillepora06590-RA	Amillepora06590
chr5	mRNA	4950217	4950539	+	Amillepora06609-RA	Amillepora06609
chr5	mRNA	5024758	5028701	+	Amillepora06616-RA	Amillepora06616
chr5	mRNA	5065266	5071540	+	Amillepora06620-RA	Amillepora06620
chr5	mRNA	5052072	5054781	+	Amillepora06619-RA	Amillepora06619
chr5	mRNA	4985256	4993637	+	Amillepora06614-RA	Amillepora06614
chr5	mRNA	5038033	5044655	+	Amillepora06617-RA	Amillepora06617
chr5	mRNA	5076697	5079905	+	Amillepora06621-RA	Amillepora06621
chr5	mRNA	4995685	5009482	-	Amillepora06615-RA	Amillepora06615
chr5	mRNA	5045848	5049179	+	Amillepora06618-RA	Amillepora06618
chr5	mRNA	5119413	5125927	+	Amillepora06623-RA	Amillepora06623
chr5	mRNA	5149680	5169378	+	Amillepora06627-RA	Amillepora06627
chr5	mRNA	5099152	5106807	+	Amillepora06622-RA	Amillepora06622
chr5	mRNA	5135317	5148159	+	Amillepora06626-RA	Amillepora06626
chr5	mRNA	5126626	5133121	+	Amillepora06624-RA	Amillepora06624
chr5	mRNA	5282953	5284401	+	Amillepora06641-RA	Amillepora06641
chr5	mRNA	5278466	5279941	+	Amillepora06640-RA	Amillepora06640
chr5	mRNA	5210437	5212773	+	Amillepora06631-RA	Amillepora06631
chr5	mRNA	5223868	5226183	+	Amillepora06633-RA	Amillepora06633
chr5	mRNA	5245716	5248057	+	Amillepora06636-RA	Amillepora06636
chr5	mRNA	5264028	5266369	+	Amillepora06638-RA	Amillepora06638
chr5	mRNA	5198500	5200532	-	Amillepora06630-RA	Amillepora06630
chr5	mRNA	5220923	5221253	-	Amillepora06632-RA	Amillepora06632
chr5	mRNA	5267342	5278412	-	Amillepora06639-RA	Amillepora06639
chr5	mRNA	5254361	5255530	-	Amillepora06637-RA	Amillepora06637
chr5	mRNA	5170534	5174573	-	Amillepora06628-RA	Amillepora06628
chr5	mRNA	5226178	5234228	-	Amillepora06634-RA	Amillepora06634
chr5	mRNA	5182558	5183319	-	Amillepora06629-RA	Amillepora06629
chr5	mRNA	5365352	5376143	+	Amillepora06647-RA	Amillepora06647
chr5	mRNA	5286849	5303553	-	Amillepora06642-RA	Amillepora06642
chr5	mRNA	5306056	5318863	-	Amillepora06644-RA	Amillepora06644
chr5	mRNA	5329267	5350858	-	Amillepora06645-RA	Amillepora06645
chr5	mRNA	5369674	5376495	-	Amillepora06648-RA	Amillepora06648
chr5	mRNA	5377898	5378183	-	Amillepora06650-RA	Amillepora06650
chr5	mRNA	5376618	5390918	+	Amillepora06649-RA	Amillepora06649
chr5	mRNA	5395401	5404901	+	Amillepora06651-RA	Amillepora06651
chr5	mRNA	5472383	5481027	+	Amillepora06652-RA	Amillepora06652
chr5	mRNA	5485048	5489467	+	Amillepora06653-RA	Amillepora06653
chr5	mRNA	5554501	5578572	+	Amillepora06661-RA	Amillepora06661
chr5	mRNA	5545366	5547181	+	Amillepora06660-RA	Amillepora06660
chr5	mRNA	5518569	5519958	+	Amillepora06657-RA	Amillepora06657
chr5	mRNA	5531083	5540722	+	Amillepora06658-RA	Amillepora06658
chr5	mRNA	5511975	5512766	-	Amillepora06656-RA	Amillepora06656
chr5	mRNA	5492051	5493588	+	Amillepora06655-RA	Amillepora06655
chr5	mRNA	5606475	5607536	+	Amillepora06664-RA	Amillepora06664
chr5	mRNA	5612393	5645041	+	Amillepora06665-RA	Amillepora06665
chr5	mRNA	5655166	5672432	+	Amillepora06668-RA	Amillepora06668
chr5	mRNA	5648888	5655201	-	Amillepora06666-RA	Amillepora06666
chr5	mRNA	5581610	5601157	-	Amillepora06662-RA	Amillepora06662
chr5	mRNA	5665038	5666510	-	Amillepora06672-RA	Amillepora06672
chr5	mRNA	5668896	5672319	-	Amillepora06673-RA	Amillepora06673
chr5	mRNA	5708793	5710840	+	Amillepora06676-RA	Amillepora06676
chr5	mRNA	5675931	5700565	-	Amillepora06675-RA	Amillepora06675
chr5	mRNA	5755112	5775417	-	Amillepora06681-RA	Amillepora06681
chr5	mRNA	5713338	5714992	-	Amillepora06677-RA	Amillepora06677
chr5	mRNA	5722267	5723457	-	Amillepora06678-RA	Amillepora06678
chr5	mRNA	5746878	5749193	-	Amillepora06680-RA	Amillepora06680
chr5	mRNA	5781433	5783756	+	Amillepora06682-RA	Amillepora06682
chr5	mRNA	5724126	5725019	-	Amillepora06679-RA	Amillepora06679
chr5	mRNA	5877414	5880094	+	Amillepora06692-RA	Amillepora06692
chr5	mRNA	5820990	5823136	+	Amillepora06687-RA	Amillepora06687
chr5	mRNA	5804407	5807804	+	Amillepora06685-RA	Amillepora06685
chr5	mRNA	5826674	5828841	-	Amillepora06688-RA	Amillepora06688
chr5	mRNA	5812440	5815835	-	Amillepora06686-RA	Amillepora06686
chr5	mRNA	5862350	5870749	-	Amillepora06691-RA	Amillepora06691
chr5	mRNA	5797457	5800722	-	Amillepora06684-RA	Amillepora06684
chr5	mRNA	5786203	5789378	-	Amillepora06683-RA	Amillepora06683
chr5	mRNA	5855216	5856919	-	Amillepora06690-RA	Amillepora06690
chr5	mRNA	5846059	5853954	-	Amillepora06689-RA	Amillepora06689
chr5	mRNA	5902462	5906461	+	Amillepora06694-RA	Amillepora06694
chr5	mRNA	5934551	5955170	+	Amillepora06698-RA	Amillepora06698
chr5	mRNA	5908990	5910907	-	Amillepora06695-RA	Amillepora06695
chr5	mRNA	5956875	5963564	-	Amillepora06702-RA	Amillepora06702
chr5	mRNA	5919143	5928252	-	Amillepora06696-RA	Amillepora06696
chr5	mRNA	5952853	5956466	-	Amillepora06701-RA	Amillepora06701
chr5	mRNA	5932603	5934192	-	Amillepora06697-RA	Amillepora06697
chr5	mRNA	5889296	5891665	+	Amillepora06693-RA	Amillepora06693
chr5	mRNA	5988221	6013784	+	Amillepora06704-RA	Amillepora06704
chr5	mRNA	6015208	6022879	+	Amillepora06705-RA	Amillepora06705
chr5	mRNA	6023207	6039410	-	Amillepora06706-RA	Amillepora06706
chr5	mRNA	6109613	6110932	+	Amillepora06710-RA	Amillepora06710
chr5	mRNA	6174067	6188580	+	Amillepora06718-RA	Amillepora06718
chr5	mRNA	6094252	6108717	+	Amillepora06709-RA	Amillepora06709
chr5	mRNA	6149606	6160102	+	Amillepora06716-RA	Amillepora06716
chr5	mRNA	6112628	6114389	+	Amillepora06711-RA	Amillepora06711
chr5	mRNA	6176410	6180561	-	Amillepora06719-RA	Amillepora06719
chr5	mRNA	6169017	6173739	-	Amillepora06717-RA	Amillepora06717
chr5	mRNA	6147600	6154850	-	Amillepora06715-RA	Amillepora06715
chr5	mRNA	6139881	6144390	-	Amillepora06713-RA	Amillepora06713
chr5	mRNA	6228527	6230654	+	Amillepora06724-RA	Amillepora06724
chr5	mRNA	6211580	6226803	+	Amillepora06723-RA	Amillepora06723
chr5	mRNA	6191377	6199106	+	Amillepora06721-RA	Amillepora06721
chr5	mRNA	6199779	6208872	-	Amillepora06722-RA	Amillepora06722
chr5	mRNA	6335667	6342054	+	Amillepora06736-RA	Amillepora06736
chr5	mRNA	6275583	6290575	+	Amillepora06731-RA	Amillepora06731
chr5	mRNA	6256500	6263092	+	Amillepora06728-RA	Amillepora06728
chr5	mRNA	6265353	6273179	+	Amillepora06730-RA	Amillepora06730
chr5	mRNA	6244720	6246289	+	Amillepora06726-RA	Amillepora06726
chr5	mRNA	6319305	6320057	+	Amillepora06733-RA	Amillepora06733
chr5	mRNA	6235578	6239258	+	Amillepora06725-RA	Amillepora06725
chr5	mRNA	6322320	6325819	+	Amillepora06734-RA	Amillepora06734
chr5	mRNA	6329519	6331396	+	Amillepora06735-RA	Amillepora06735
chr5	mRNA	6307644	6314178	-	Amillepora06732-RA	Amillepora06732
chr5	mRNA	6341012	6348149	-	Amillepora06737-RA	Amillepora06737
chr5	mRNA	6356174	6360884	-	Amillepora06738-RA	Amillepora06738
chr5	mRNA	6366008	6367988	-	Amillepora06739-RA	Amillepora06739
chr5	mRNA	6248799	6252477	+	Amillepora06727-RA	Amillepora06727
chr5	mRNA	6409390	6414448	+	Amillepora06741-RA	Amillepora06741
chr5	mRNA	6385682	6386849	+	Amillepora06740-RA	Amillepora06740
chr5	mRNA	6428518	6432509	-	Amillepora06742-RA	Amillepora06742
chr5	mRNA	6449969	6456471	-	Amillepora06743-RA	Amillepora06743
chr5	mRNA	6573553	6580134	+	Amillepora06756-RA	Amillepora06756
chr5	mRNA	6531742	6534345	+	Amillepora06749-RA	Amillepora06749
chr5	mRNA	6500473	6514483	-	Amillepora06746-RA	Amillepora06746
chr5	mRNA	6488554	6497521	-	Amillepora06745-RA	Amillepora06745
chr5	mRNA	6517860	6531407	-	Amillepora06747-RA	Amillepora06747
chr5	mRNA	6475600	6479707	-	Amillepora06744-RA	Amillepora06744
chr5	mRNA	6551388	6556072	+	Amillepora06752-RA	Amillepora06752
chr5	mRNA	6675495	6678446	+	Amillepora06759-RA	Amillepora06759
chr5	mRNA	6588731	6600708	-	Amillepora06758-RA	Amillepora06758
chr5	mRNA	6543982	6550913	-	Amillepora06751-RA	Amillepora06751
chr5	mRNA	6558528	6563438	-	Amillepora06754-RA	Amillepora06754
chr5	mRNA	6565041	6573023	-	Amillepora06755-RA	Amillepora06755
chr5	mRNA	6719142	6724321	+	Amillepora06760-RA	Amillepora06760
chr5	mRNA	6752178	6752956	-	Amillepora06763-RA	Amillepora06763
chr5	mRNA	6729078	6732233	-	Amillepora06761-RA	Amillepora06761
chr5	mRNA	6744322	6748093	-	Amillepora06762-RA	Amillepora06762
chr5	mRNA	6759572	6762930	-	Amillepora06764-RA	Amillepora06764
chr5	mRNA	6837529	6844949	-	Amillepora06766-RA	Amillepora06766
chr5	mRNA	6799288	6802058	-	Amillepora06765-RA	Amillepora06765
chr5	mRNA	6856181	6860404	-	Amillepora06768-RA	Amillepora06768
chr5	mRNA	6893349	6894626	+	Amillepora06769-RA	Amillepora06769
chr5	mRNA	6968861	6971172	+	Amillepora06774-RA	Amillepora06774
chr5	mRNA	6963567	6963944	-	Amillepora06773-RA	Amillepora06773
chr5	mRNA	6928371	6930720	-	Amillepora06770-RA	Amillepora06770
chr5	mRNA	6952052	6954780	-	Amillepora06772-RA	Amillepora06772
chr5	mRNA	7062170	7070342	+	Amillepora06780-RA	Amillepora06780
chr5	mRNA	7046905	7055702	+	Amillepora06779-RA	Amillepora06779
chr5	mRNA	7071623	7077240	-	Amillepora06781-RA	Amillepora06781
chr5	mRNA	7027077	7028030	-	Amillepora06777-RA	Amillepora06777
chr5	mRNA	6985477	7001882	-	Amillepora06776-RA	Amillepora06776
chr5	mRNA	7028074	7051130	-	Amillepora06778-RA	Amillepora06778
chr5	mRNA	6978564	6985149	-	Amillepora06775-RA	Amillepora06775
chr5	mRNA	7109463	7122024	+	Amillepora06784-RA	Amillepora06784
chr5	mRNA	7125369	7138409	+	Amillepora06785-RA	Amillepora06785
chr5	mRNA	7080054	7099695	+	Amillepora06782-RA	Amillepora06782
chr5	mRNA	7152153	7161001	-	Amillepora06787-RA	Amillepora06787
chr5	mRNA	7192509	7202781	+	Amillepora06791-RA	Amillepora06791
chr5	mRNA	7143063	7150703	+	Amillepora06786-RA	Amillepora06786
chr5	mRNA	7177098	7187872	+	Amillepora06789-RA	Amillepora06789
chr5	mRNA	7219865	7226929	+	Amillepora06793-RA	Amillepora06793
chr5	mRNA	7175846	7176361	+	Amillepora06788-RA	Amillepora06788
chr5	mRNA	7232073	7243815	+	Amillepora06795-RA	Amillepora06795
chr5	mRNA	7228607	7231823	-	Amillepora06794-RA	Amillepora06794
chr5	mRNA	7242714	7262714	-	Amillepora06796-RA	Amillepora06796
chr5	mRNA	7264856	7273644	-	Amillepora06804-RA	Amillepora06804
chr5	mRNA	7313267	7334332	+	Amillepora06808-RA	Amillepora06808
chr5	mRNA	7295545	7311499	+	Amillepora06807-RA	Amillepora06807
chr5	mRNA	7341041	7382849	+	Amillepora06809-RA	Amillepora06809
chr5	mRNA	7276603	7295357	-	Amillepora06805-RA	Amillepora06805
chr5	mRNA	7441095	7442574	+	Amillepora06812-RA	Amillepora06812
chr5	mRNA	7408502	7439451	+	Amillepora06811-RA	Amillepora06811
chr5	mRNA	7483224	7487006	-	Amillepora06815-RA	Amillepora06815
chr5	mRNA	7442758	7461220	-	Amillepora06813-RA	Amillepora06813
chr5	mRNA	7383360	7408378	-	Amillepora06810-RA	Amillepora06810
chr5	mRNA	7478854	7482116	-	Amillepora06814-RA	Amillepora06814
chr5	mRNA	7538266	7554377	+	Amillepora06820-RA	Amillepora06820
chr5	mRNA	7514435	7533250	-	Amillepora06818-RA	Amillepora06818
chr5	mRNA	7508341	7512718	-	Amillepora06817-RA	Amillepora06817
chr5	mRNA	7492804	7497945	-	Amillepora06816-RA	Amillepora06816
chr5	mRNA	7577440	7598365	+	Amillepora06824-RA	Amillepora06824
chr5	mRNA	7564298	7575702	+	Amillepora06823-RA	Amillepora06823
chr5	mRNA	7561649	7564004	-	Amillepora06822-RA	Amillepora06822
chr5	mRNA	7628671	7629249	-	Amillepora06827-RA	Amillepora06827
chr5	mRNA	7656945	7663944	-	Amillepora06829-RA	Amillepora06829
chr5	mRNA	7651450	7652139	-	Amillepora06828-RA	Amillepora06828
chr5	mRNA	7609575	7610087	-	Amillepora06826-RA	Amillepora06826
chr5	mRNA	7669989	7683782	+	Amillepora06830-RA	Amillepora06830
chr5	mRNA	7866242	7867323	-	Amillepora06838-RA	Amillepora06838
chr5	mRNA	7842656	7844479	-	Amillepora06834-RA	Amillepora06834
chr5	mRNA	8019094	8020155	-	Amillepora06839-RA	Amillepora06839
chr5	mRNA	8094236	8139556	+	Amillepora06841-RA	Amillepora06841
chr5	mRNA	8058901	8089586	+	Amillepora06840-RA	Amillepora06840
chr5	mRNA	8143665	8155017	-	Amillepora06842-RA	Amillepora06842
chr5	mRNA	8258133	8259553	+	Amillepora06847-RA	Amillepora06847
chr5	mRNA	8239569	8253794	+	Amillepora06846-RA	Amillepora06846
chr5	mRNA	8238230	8239270	-	Amillepora06845-RA	Amillepora06845
chr5	mRNA	8210967	8223913	-	Amillepora06843-RA	Amillepora06843
chr5	mRNA	8229996	8236732	-	Amillepora06844-RA	Amillepora06844
chr5	mRNA	8264035	8291672	+	Amillepora06848-RA	Amillepora06848
chr5	mRNA	8362105	8368725	+	Amillepora06851-RA	Amillepora06851
chr5	mRNA	8329697	8334810	-	Amillepora06850-RA	Amillepora06850
chr5	mRNA	8511047	8512789	+	Amillepora06862-RA	Amillepora06862
chr5	mRNA	8498237	8499961	+	Amillepora06861-RA	Amillepora06861
chr5	mRNA	8518891	8524823	+	Amillepora06863-RA	Amillepora06863
chr5	mRNA	8450269	8485158	+	Amillepora06857-RA	Amillepora06857
chr5	mRNA	8547550	8560347	+	Amillepora06867-RA	Amillepora06867
chr5	mRNA	8531548	8532374	+	Amillepora06866-RA	Amillepora06866
chr5	mRNA	8484995	8493277	-	Amillepora06859-RA	Amillepora06859
chr5	mRNA	8526308	8531483	-	Amillepora06865-RA	Amillepora06865
chr5	mRNA	8686959	8687651	+	Amillepora06874-RA	Amillepora06874
chr5	mRNA	8583421	8610085	+	Amillepora06869-RA	Amillepora06869
chr5	mRNA	8650167	8684400	+	Amillepora06872-RA	Amillepora06872
chr5	mRNA	8630317	8644842	-	Amillepora06871-RA	Amillepora06871
chr5	mRNA	8608971	8628419	-	Amillepora06870-RA	Amillepora06870
chr5	mRNA	8755494	8762754	-	Amillepora06877-RA	Amillepora06877
chr5	mRNA	8700681	8701795	-	Amillepora06876-RA	Amillepora06876
chr5	mRNA	8692235	8693969	-	Amillepora06875-RA	Amillepora06875
chr5	mRNA	8818005	8825771	+	Amillepora06882-RA	Amillepora06882
chr5	mRNA	8781477	8797372	+	Amillepora06878-RA	Amillepora06878
chr5	mRNA	8802013	8808651	+	Amillepora06880-RA	Amillepora06880
chr5	mRNA	8807928	8817532	-	Amillepora06881-RA	Amillepora06881
chr5	mRNA	8871424	8872521	-	Amillepora06884-RA	Amillepora06884
chr5	mRNA	8796939	8801641	-	Amillepora06879-RA	Amillepora06879
chr5	mRNA	8924002	8928108	+	Amillepora06885-RA	Amillepora06885
chr5	mRNA	8929936	8931507	+	Amillepora06886-RA	Amillepora06886
chr5	mRNA	8869117	8910287	+	Amillepora06883-RA	Amillepora06883
chr5	mRNA	8933179	8934621	-	Amillepora06887-RA	Amillepora06887
chr5	mRNA	8969058	8979727	-	Amillepora06888-RA	Amillepora06888
chr5	mRNA	9065708	9070209	+	Amillepora06896-RA	Amillepora06896
chr5	mRNA	9029998	9035948	+	Amillepora06894-RA	Amillepora06894
chr5	mRNA	9017844	9018902	+	Amillepora06893-RA	Amillepora06893
chr5	mRNA	9002169	9002933	+	Amillepora06892-RA	Amillepora06892
chr5	mRNA	8988357	8991713	+	Amillepora06891-RA	Amillepora06891
chr5	mRNA	8987586	8987861	+	Amillepora06890-RA	Amillepora06890
chr5	mRNA	9147286	9152348	+	Amillepora06897-RA	Amillepora06897
chr5	mRNA	9204938	9209332	+	Amillepora06901-RA	Amillepora06901
chr5	mRNA	9158027	9193649	+	Amillepora06899-RA	Amillepora06899
chr5	mRNA	9153988	9155004	+	Amillepora06898-RA	Amillepora06898
chr5	mRNA	9210002	9216952	-	Amillepora06902-RA	Amillepora06902
chr5	mRNA	9256050	9262707	-	Amillepora06904-RA	Amillepora06904
chr5	mRNA	9194325	9200784	-	Amillepora06900-RA	Amillepora06900
chr5	mRNA	9232705	9250426	+	Amillepora06903-RA	Amillepora06903
chr5	mRNA	9262758	9297597	+	Amillepora06906-RA	Amillepora06906
chr5	mRNA	9329378	9331396	+	Amillepora06911-RA	Amillepora06911
chr5	mRNA	9315231	9317207	-	Amillepora06910-RA	Amillepora06910
chr5	mRNA	9304765	9312742	-	Amillepora06909-RA	Amillepora06909
chr5	mRNA	9360726	9364065	-	Amillepora06913-RA	Amillepora06913
chr5	mRNA	9351549	9357258	-	Amillepora06912-RA	Amillepora06912
chr5	mRNA	9368873	9372676	-	Amillepora06914-RA	Amillepora06914
chr5	mRNA	9402107	9413367	-	Amillepora06916-RA	Amillepora06916
chr5	mRNA	9500575	9502406	-	Amillepora06923-RA	Amillepora06923
chr5	mRNA	9479052	9484843	-	Amillepora06919-RA	Amillepora06919
chr5	mRNA	9508730	9511835	-	Amillepora06924-RA	Amillepora06924
chr5	mRNA	9514940	9518801	-	Amillepora06925-RA	Amillepora06925
chr5	mRNA	9455756	9456694	-	Amillepora06918-RA	Amillepora06918
chr5	mRNA	9451869	9455163	-	Amillepora06917-RA	Amillepora06917
chr5	mRNA	9497280	9499518	+	Amillepora06922-RA	Amillepora06922
chr5	mRNA	9649228	9657361	+	Amillepora06933-RA	Amillepora06933
chr5	mRNA	9577077	9591765	+	Amillepora06929-RA	Amillepora06929
chr5	mRNA	9626769	9627371	+	Amillepora06931-RA	Amillepora06931
chr5	mRNA	9574679	9576549	+	Amillepora06928-RA	Amillepora06928
chr5	mRNA	9573041	9573746	+	Amillepora06927-RA	Amillepora06927
chr5	mRNA	9618299	9622773	+	Amillepora06930-RA	Amillepora06930
chr5	mRNA	9732683	9738381	+	Amillepora06938-RA	Amillepora06938
chr5	mRNA	9705410	9727479	+	Amillepora06936-RA	Amillepora06936
chr5	mRNA	9679232	9689860	+	Amillepora06935-RA	Amillepora06935
chr5	mRNA	9739335	9742286	-	Amillepora06939-RA	Amillepora06939
chr5	mRNA	9768158	9769295	-	Amillepora06941-RA	Amillepora06941
chr5	mRNA	9834662	9838618	+	Amillepora06944-RA	Amillepora06944
chr5	mRNA	9872100	9883007	-	Amillepora06948-RA	Amillepora06948
chr5	mRNA	9771096	9780285	-	Amillepora06942-RA	Amillepora06942
chr5	mRNA	9852853	9863902	-	Amillepora06945-RA	Amillepora06945
